PO Number,Line Number,Product Primary Key,Item Name,Category,Subcategory,Unit of Measure,Quantity Ordered,Unit Price,Extended Price,Discount Amount,Net Purchase Amount
PO-00229,3,FRZ-024,Frozen Chicken Wings,Frozen/Refrigerated Goods,Frozen Protein,40 lb case,7,101.48,710.36,44.71,665.65
PO-00229,4,FRZ-002,Frozen Corn,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,2,24.5,49.0,0.0,49.0
PO-00229,5,SUP-013,Bleach,Supplies,Cleaning,1 gal jug,9,7.79,70.11,0.0,70.11
PO-00229,6,SUP-021,"Disposable Gloves, Nitrile",Supplies,Gloves,case of 1000,8,57.35,458.8,0.0,458.8
PO-00230,1,PRD-023,"Chicken Thighs, Boneless",Produce & Meat,Meat,case,10,3.72,37.2,2.61,34.59
PO-00230,2,LIQ-003,Vegetable Oil,Liquids/Pastes/Sauces,Oil,35 lb jug,10,38.46,384.6,28.26,356.34
PO-00230,3,LIQ-022,Diced Tomatoes,Liquids/Pastes/Sauces,Canned Tomato,#10 can,2,8.48,16.96,0.0,16.96
PO-00230,4,DRY-014,Kosher Salt,Dry Goods & Spices,Spice,25 lb bag,7,10.81,75.67,0.0,75.67
PO-00230,5,SUP-030,"Menu Paper, Cardstock",Supplies,Menu/Marketing,ream of 500,4,20.47,81.88,0.0,81.88
PO-00230,6,DRY-001,All-Purpose Flour,Dry Goods & Spices,Flour,50 lb bag,2,22.12,44.24,0.0,44.24
PO-00230,7,DRY-013,Powdered Sugar,Dry Goods & Spices,Sugar,25 lb bag,5,19.94,99.7,3.01,96.69
PO-00231,1,PRD-021,"Ground Beef, 80/20",Produce & Meat,Meat,case,6,4.85,29.1,0.0,29.1
PO-00231,2,DRY-027,Panko Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,10,33.42,334.2,16.48,317.72
PO-00231,3,LIQ-013,Teriyaki Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,4,18.6,74.4,0.0,74.4
PO-00232,1,LIQ-025,"Beef Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,5,16.17,80.85,6.45,74.4
PO-00232,2,SUP-008,"Plastic Cutlery, Spoons",Supplies,Disposable,box of 1000,4,17.07,68.28,0.0,68.28
PO-00232,3,NAB-027,Sparkling Lemon Water 12oz,Non-Alcoholic Beverage,Bottled Water,case of 24,10,17.37,173.7,6.98,166.72
PO-00232,4,LIQ-030,Honey,Liquids/Pastes/Sauces,Honey/Syrup,5 lb jug,9,18.35,165.15,0.0,165.15
PO-00233,1,LIQ-009,Hot Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,9,24.11,216.99,0.0,216.99
PO-00233,2,DRY-030,Sliced Almonds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,9,28.3,254.7,0.0,254.7
PO-00233,3,DRY-002,Bread Flour,Dry Goods & Spices,Flour,50 lb bag,4,24.76,99.04,0.0,99.04
PO-00233,4,FRZ-011,Chocolate Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,8,29.35,234.8,0.0,234.8
PO-00233,5,FRZ-004,"Frozen Spinach, Chopped",Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,10,26.66,266.6,0.0,266.6
PO-00233,6,DRY-018,Chili Powder,Dry Goods & Spices,Spice,1 lb bag,10,9.65,96.5,0.0,96.5
PO-00233,7,LIQ-008,Soy Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,4,12.13,48.52,0.0,48.52
PO-00233,8,FRZ-013,Frozen Mixed Berries,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,3,33.13,99.39,0.0,99.39
PO-00234,1,FRZ-027,"Spring Rolls, Vegetable",Frozen/Refrigerated Goods,Frozen Appetizer,case of 100,5,60.1,300.5,0.0,300.5
PO-00234,2,FRZ-016,Shredded Cheddar,Frozen/Refrigerated Goods,Dairy,5 lb bag,7,18.46,129.22,0.0,129.22
PO-00234,3,ALC-021,"Whiskey, Rye",Alcoholic Beverage,Spirits,750ml bottle,4,39.27,157.08,0.0,157.08
PO-00234,4,NAB-026,Tomato Juice,Non-Alcoholic Beverage,Juice,46 oz can,5,4.47,22.35,0.0,22.35
PO-00234,5,ALC-005,Light Lager Draft Keg,Alcoholic Beverage,Beer,1/2 barrel keg,9,92.49,832.41,0.0,832.41
PO-00234,6,ALC-016,"Tequila, Reposado Premium",Alcoholic Beverage,Spirits,1L bottle,8,47.16,377.28,0.0,377.28
PO-00234,7,NAB-010,Lemon Juice (bottled),Non-Alcoholic Beverage,Juice,32 oz bottle,2,4.44,8.88,0.0,8.88
PO-00235,1,ALC-013,"Vodka, Premium",Alcoholic Beverage,Spirits,1L bottle,9,33.31,299.79,0.0,299.79
PO-00235,2,FRZ-008,"Dinner Rolls, Par-Baked",Frozen/Refrigerated Goods,Frozen Bread,case of 200,10,39.38,393.8,0.0,393.8
PO-00235,3,SUP-003,"To-Go Cup Lids, Dome",Supplies,To-Go,case of 1000,5,33.68,168.4,0.0,168.4
PO-00235,4,PRD-014,"Mushrooms, White Button",Produce & Meat,Produce,10 lb case,10,32.15,321.5,21.99,299.51
PO-00235,5,SUP-024,Container Lids,Supplies,Storage,case of 100,10,24.38,243.8,0.0,243.8
PO-00235,6,ALC-008,Pinot Noir,Alcoholic Beverage,Wine,case of 12,4,134.97,539.88,0.0,539.88
PO-00235,7,ALC-020,"Rum, Spiced",Alcoholic Beverage,Spirits,1L bottle,2,20.11,40.22,0.0,40.22
PO-00235,8,ALC-004,"Wheat Beer, Bottled",Alcoholic Beverage,Beer,case of 24,8,34.46,275.68,0.0,275.68
PO-00236,1,DRY-017,"Cumin, Ground",Dry Goods & Spices,Spice,1 lb bag,6,13.16,78.96,0.0,78.96
PO-00236,2,DRY-027,Panko Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,10,32.17,321.7,20.71,300.99
PO-00236,3,PRD-007,"Bell Peppers, Red",Produce & Meat,Produce,25 lb case,1,43.48,43.48,0.0,43.48
PO-00236,4,ALC-008,Pinot Noir,Alcoholic Beverage,Wine,case of 12,4,134.74,538.96,0.0,538.96
PO-00236,5,ALC-011,Rosé,Alcoholic Beverage,Wine,case of 12,6,87.41,524.46,0.0,524.46
PO-00236,6,NAB-016,Green Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,9,15.51,139.59,0.0,139.59
PO-00236,7,ALC-030,"Vermouth, Dry",Alcoholic Beverage,Liqueur,1L bottle,7,12.87,90.09,7.0,83.09
PO-00237,1,SUP-008,"Plastic Cutlery, Spoons",Supplies,Disposable,box of 1000,8,17.87,142.96,0.0,142.96
PO-00237,2,FRZ-012,"Cheesecake, Uncut",Frozen/Refrigerated Goods,Frozen Dessert,10 inch,6,19.52,117.12,0.0,117.12
PO-00237,3,SUP-030,"Menu Paper, Cardstock",Supplies,Menu/Marketing,ream of 500,2,20.91,41.82,0.0,41.82
PO-00237,4,LIQ-004,Sesame Oil,Liquids/Pastes/Sauces,Oil,1 gal jug,9,28.79,259.11,11.73,247.38
PO-00237,5,NAB-024,Club Soda Canister,Non-Alcoholic Beverage,Soda,5 gal canister,9,16.5,148.5,0.0,148.5
PO-00237,6,DRY-029,Sesame Seeds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,1,20.43,20.43,0.0,20.43
PO-00238,1,LIQ-010,Worcestershire Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,9,16.98,152.82,0.0,152.82
PO-00238,2,LIQ-016,"Vinaigrette, Balsamic",Liquids/Pastes/Sauces,Sauce,1 gal jug,3,22.1,66.3,0.0,66.3
PO-00238,3,NAB-026,Tomato Juice,Non-Alcoholic Beverage,Juice,46 oz can,6,4.73,28.38,0.0,28.38
PO-00238,4,ALC-010,Prosecco,Alcoholic Beverage,Wine,case of 12,3,117.28,351.84,0.0,351.84
PO-00239,1,SUP-012,Sanitizer Solution,Supplies,Cleaning,1 gal jug,8,18.75,150.0,0.0,150.0
PO-00239,2,DRY-004,"White Rice, Long Grain",Dry Goods & Spices,Grain,50 lb bag,3,36.19,108.57,6.2,102.37
PO-00239,3,NAB-005,Still Water 16.9oz,Non-Alcoholic Beverage,Bottled Water,case of 24,3,6.94,20.82,0.88,19.94
PO-00239,4,SUP-018,Parchment Paper Sheets,Supplies,Paper Goods,box of 1000,2,42.19,84.38,4.35,80.03
PO-00239,5,PRD-002,Iceberg Lettuce,Produce & Meat,Produce,case of 24 heads,8,28.07,224.56,0.0,224.56
PO-00239,6,SUP-020,Aluminum Foil Roll,Supplies,Wrap/Film,roll,4,30.48,121.92,0.0,121.92
PO-00240,1,DRY-008,"Penne, Dry",Dry Goods & Spices,Pasta,20 lb case,5,17.91,89.55,0.0,89.55
PO-00240,2,SUP-023,Food Storage Containers,Supplies,Storage,case of 100,3,35.69,107.07,0.0,107.07
PO-00240,3,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,5,19.79,98.95,0.0,98.95
PO-00240,4,LIQ-004,Sesame Oil,Liquids/Pastes/Sauces,Oil,1 gal jug,8,27.48,219.84,0.0,219.84
PO-00241,1,PRD-013,Celery,Produce & Meat,Produce,case of 30,2,30.24,60.48,1.42,59.06
PO-00241,2,DRY-028,Seasoned Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,4,29.69,118.76,0.0,118.76
PO-00241,3,FRZ-005,"French Fries, Straight Cut",Frozen/Refrigerated Goods,Frozen Potato,30 lb case,10,32.98,329.8,0.0,329.8
PO-00241,4,PRD-020,"Ginger, Fresh",Produce & Meat,Produce,10 lb case,10,31.55,315.5,0.0,315.5
PO-00242,1,LIQ-028,Alfredo Sauce,Liquids/Pastes/Sauces,Sauce,4 lb tub,3,17.23,51.69,0.0,51.69
PO-00242,2,DRY-025,Baking Soda,Dry Goods & Spices,Baking,12 lb box,8,10.86,86.88,3.39,83.49
PO-00242,3,ALC-006,"Cabernet Sauvignon, House Red",Alcoholic Beverage,Wine,case of 12,3,82.38,247.14,0.0,247.14
PO-00242,4,FRZ-019,"Butter, Unsalted",Frozen/Refrigerated Goods,Dairy,36 lb case,3,108.33,324.99,0.0,324.99
PO-00242,5,NAB-013,"Drip Coffee, Medium Roast",Non-Alcoholic Beverage,Coffee,2 lb bag,5,17.55,87.75,0.0,87.75
PO-00242,6,LIQ-005,White Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,5,7.62,38.1,0.0,38.1
PO-00243,1,FRZ-027,"Spring Rolls, Vegetable",Frozen/Refrigerated Goods,Frozen Appetizer,case of 100,3,58.91,176.73,5.48,171.25
PO-00243,2,PRD-019,"Basil, Fresh",Produce & Meat,Produce,case of 12 bunches,3,23.78,71.34,0.0,71.34
PO-00243,3,DRY-003,Cornmeal,Dry Goods & Spices,Flour,25 lb bag,8,16.8,134.4,5.56,128.84
PO-00243,4,PRD-018,"Spinach, Fresh",Produce & Meat,Produce,4 lb case,8,19.76,158.08,0.0,158.08
PO-00244,1,DRY-030,Sliced Almonds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,10,30.69,306.9,0.0,306.9
PO-00244,2,ALC-029,Mezcal,Alcoholic Beverage,Spirits,750ml bottle,10,42.11,421.1,0.0,421.1
PO-00244,3,SUP-012,Sanitizer Solution,Supplies,Cleaning,1 gal jug,10,17.13,171.3,0.0,171.3
PO-00244,4,LIQ-029,Sriracha,Liquids/Pastes/Sauces,Sauce,1 gal jug,4,24.36,97.44,0.0,97.44
PO-00245,1,SUP-022,"Disposable Gloves, Vinyl",Supplies,Gloves,case of 1000,8,34.47,275.76,0.0,275.76
PO-00245,2,FRZ-025,Frozen Salmon Fillets,Frozen/Refrigerated Goods,Frozen Protein,10 lb box,8,98.65,789.2,0.0,789.2
PO-00245,3,ALC-006,"Cabernet Sauvignon, House Red",Alcoholic Beverage,Wine,case of 12,1,80.24,80.24,0.0,80.24
PO-00246,1,PRD-030,"Shrimp, Fresh 16/20",Produce & Meat,Seafood,case,2,12.18,24.36,0.0,24.36
PO-00246,2,PRD-008,Avocados,Produce & Meat,Produce,case of 48,2,67.03,134.06,0.0,134.06
PO-00246,3,ALC-011,Rosé,Alcoholic Beverage,Wine,case of 12,7,85.58,599.06,42.62,556.44
PO-00246,4,ALC-020,"Rum, Spiced",Alcoholic Beverage,Spirits,1L bottle,7,19.99,139.93,0.0,139.93
PO-00246,5,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,3,21.04,63.12,3.12,60.0
PO-00246,6,PRD-012,Carrots,Produce & Meat,Produce,25 lb bag,5,24.47,122.35,0.0,122.35
PO-00246,7,DRY-005,Jasmine Rice,Dry Goods & Spices,Grain,50 lb bag,6,34.29,205.74,0.0,205.74
PO-00246,8,DRY-007,"Spaghetti, Dry",Dry Goods & Spices,Pasta,20 lb case,9,21.52,193.68,0.0,193.68
PO-00247,1,LIQ-004,Sesame Oil,Liquids/Pastes/Sauces,Oil,1 gal jug,6,26.93,161.58,0.0,161.58
PO-00247,2,NAB-024,Club Soda Canister,Non-Alcoholic Beverage,Soda,5 gal canister,3,16.41,49.23,0.0,49.23
PO-00247,3,DRY-008,"Penne, Dry",Dry Goods & Spices,Pasta,20 lb case,9,18.48,166.32,8.0,158.32
PO-00247,4,LIQ-020,"Curry Paste, Red",Liquids/Pastes/Sauces,Paste,14 oz can,8,6.0,48.0,0.0,48.0
PO-00247,5,NAB-016,Green Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,5,15.97,79.85,0.0,79.85
PO-00248,1,ALC-016,"Tequila, Reposado Premium",Alcoholic Beverage,Spirits,1L bottle,5,46.55,232.75,0.0,232.75
PO-00248,2,FRZ-030,"Pie Crust, Frozen 9in",Frozen/Refrigerated Goods,Frozen Dessert,case of 24,9,32.95,296.55,19.11,277.44
PO-00248,3,FRZ-022,"Eggs, Large",Frozen/Refrigerated Goods,Dairy,case of 15 dz,3,53.97,161.91,0.0,161.91
PO-00248,4,SUP-020,Aluminum Foil Roll,Supplies,Wrap/Film,roll,7,29.11,203.77,0.0,203.77
PO-00248,5,NAB-026,Tomato Juice,Non-Alcoholic Beverage,Juice,46 oz can,10,4.55,45.5,0.0,45.5
PO-00248,6,FRZ-024,Frozen Chicken Wings,Frozen/Refrigerated Goods,Frozen Protein,40 lb case,8,107.71,861.68,0.0,861.68
PO-00248,7,PRD-001,Romaine Lettuce,Produce & Meat,Produce,case of 24 heads,3,33.31,99.93,0.0,99.93
PO-00249,1,NAB-014,"Decaf Coffee, Medium Roast",Non-Alcoholic Beverage,Coffee,2 lb bag,7,18.27,127.89,0.0,127.89
PO-00249,2,NAB-008,Cranberry Juice Cocktail,Non-Alcoholic Beverage,Juice,gallon,10,9.53,95.3,0.0,95.3
PO-00249,3,FRZ-008,"Dinner Rolls, Par-Baked",Frozen/Refrigerated Goods,Frozen Bread,case of 200,10,38.52,385.2,0.0,385.2
PO-00249,4,ALC-004,"Wheat Beer, Bottled",Alcoholic Beverage,Beer,case of 24,7,33.48,234.36,0.0,234.36
PO-00249,5,SUP-029,Aluminum Steam Table Pans,Supplies,Small Wares,case of 50,3,53.59,160.77,4.29,156.48
PO-00249,6,ALC-013,"Vodka, Premium",Alcoholic Beverage,Spirits,1L bottle,4,31.48,125.92,0.0,125.92
PO-00249,7,LIQ-005,White Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,3,7.1,21.3,0.0,21.3
PO-00250,1,NAB-002,Diet Coke Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,8,59.73,477.84,0.0,477.84
PO-00250,2,ALC-005,Light Lager Draft Keg,Alcoholic Beverage,Beer,1/2 barrel keg,10,91.76,917.6,0.0,917.6
PO-00250,3,DRY-011,Granulated Sugar,Dry Goods & Spices,Sugar,50 lb bag,6,24.85,149.1,8.62,140.48
PO-00250,4,DRY-003,Cornmeal,Dry Goods & Spices,Flour,25 lb bag,7,17.27,120.89,0.0,120.89
PO-00250,5,PRD-018,"Spinach, Fresh",Produce & Meat,Produce,4 lb case,10,19.82,198.2,0.0,198.2
PO-00250,6,FRZ-006,Tater Tots,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,1,32.5,32.5,0.0,32.5
PO-00251,1,SUP-028,Chafing Fuel Cans,Supplies,Small Wares,case of 24,1,40.48,40.48,0.0,40.48
PO-00251,2,PRD-005,"Garlic, Fresh",Produce & Meat,Produce,10 lb case,8,37.77,302.16,0.0,302.16
PO-00251,3,SUP-019,Plastic Wrap Roll,Supplies,Wrap/Film,roll,4,19.41,77.64,0.0,77.64
